lon,lat,temp_max,temp_min,humidity,rainfall,NDVI,EVI,SAVI
118.25945543441854,-31.617632286779497,30.788768920526273,14.2250156443958,21.327042116009753,0.0,0.15,0.1,0.12
118.50678860017732,-31.488807928493934,35.652019427093876,15.12508339935318,20.948737814928094,0.0,0.15,0.1,0.12
118.49283761443552,-31.580590194005396,33.35585174267854,17.444762715655543,26.002845986154714,0.0,0.15,0.1,0.12
118.46867896508563,-31.372019564439015,31.024177183708595,15.254333695816467,30.743186747143575,0.0,0.15,0.1,0.12
118.34277883844639,-31.511560109384884,36.314616426531,19.45392770246681,19.920890905108017,0.0,0.15,0.1,0.12
118.4063623983622,-31.259755919656033,30.788570153993323,15.200727628770796,25.30839924923986,0.0,0.15,0.1,0.12
118.48779053407448,-31.393611169061867,33.48419074401861,16.44936945150377,27.144082501652864,0.0,0.15,0.1,0.12
118.44870674354367,-31.321007774546256,32.59858516081298,17.86518166374618,28.46552803631572,0.0,0.15,0.1,0.12
118.64511420808596,-31.596990130903258,34.603482578797596,13.163268534133937,25.882207776386124,0.0,0.15,0.1,0.12
118.30457590102269,-31.30519420709095,35.1230223934537,12.478382376038448,23.164860804583387,0.0,0.15,0.1,0.12
118.52805782161904,-31.28089712379464,32.06400829813153,12.94868737085981,20.862048896756402,0.0,0.15,0.1,0.12
118.41172750724172,-31.455175232472424,30.493164259307633,18.525168206854364,25.430719415231874,0.0,0.15,0.1,0.12
118.42127984597025,-31.40749882489961,32.91994428587823,14.896283708215107,19.639304940071966,0.0,0.15,0.1,0.12
118.53703910626328,-31.3440760796388,30.64456926049579,21.116398571336504,10.393247582526964,0.0,0.15,0.1,0.12
118.52697446052976,-31.580064549095834,36.026774495053246,14.871504802685223,27.182799020788337,0.0,0.15,0.1,0.12
118.64650239748089,-31.448973569414623,32.27307066216547,16.369102606394073,29.519674205430977,0.0,0.15,0.1,0.12
118.30135771578165,-31.490534788891075,31.269356897375783,19.08421990513575,13.185337822290808,0.0,0.15,0.1,0.12
118.29164385975366,-31.5914504031351,32.36936061172982,20.012185776318248,19.95134647645031,0.0,0.15,0.1,0.12
118.5397355268515,-31.502986231083387,29.305747420940605,20.123007153272795,28.095771305025988,0.0,0.15,0.1,0.12
118.48135476680257,-31.622731076245802,30.056771922978697,18.416732461186285,35.2874773485585,0.0,0.15,0.1,0.12
118.35966426662392,-31.639675237220203,34.40082781588885,18.048125051622925,25.10396853837704,0.0,0.15,0.1,0.12
118.2817677475956,-31.59593348433807,30.686211442057207,17.185053898402366,21.35998529385433,0.0,0.15,0.1,0.12
118.28426329983857,-31.26475395536433,29.90617803463612,17.556722152333275,24.0855177944758,0.0,0.15,0.1,0.12
118.60767634986566,-31.430188185641992,33.07330550505457,14.897628567342933,31.874382095740923,0.0,0.15,0.1,0.12
118.32674692988749,-31.26367113553871,34.37140830932599,14.363602233155385,21.770179104377323,0.0,0.15,0.1,0.12
118.37934862484622,-31.477000848667945,33.437906621330136,15.993251085178096,21.00403996674873,0.0,0.15,0.1,0.12
118.34066256089079,-31.525273546765895,33.99209537161163,15.659630754950143,22.58628238908984,0.0,0.15,0.1,0.12
118.39199852233277,-31.447543254863902,30.486409822861077,15.09354390134545,20.233356958706437,0.0,0.15,0.1,0.12
118.27776953709844,-31.474195324546834,29.15637866651631,17.39277489491343,25.613351579973976,0.0,0.15,0.1,0.12
118.45762391636332,-31.607734126295302,35.002667303910975,17.910610417141022,33.1233922923478,0.0,0.15,0.1,0.12
118.27704502543689,-31.393669474123918,31.354640322315728,16.176813772583696,26.615396365580146,0.0,0.15,0.1,0.12
118.57014260312894,-31.563584726996158,31.498333967089906,18.955060162110524,23.738232489368563,0.0,0.15,0.1,0.12
118.34348483276418,-31.402164818040866,34.656388283698114,13.71662177173299,23.54094365542228,0.0,0.15,0.1,0.12
118.4660047658418,-31.38991956304074,33.11246001880132,15.612681081440563,17.184045956516716,0.0,0.15,0.1,0.12
118.60203163502459,-31.58919005874854,32.91177554416321,14.56635535879439,29.415548885735795,0.0,0.15,0.1,0.12
118.51035094761887,-31.62546014915573,36.330004689802166,12.26692676585388,24.61081401493599,0.0,0.15,0.1,0.12
118.46318311462053,-31.337695365572625,30.712963539239713,15.834638628314602,24.09760043204687,0.0,0.15,0.1,0.12
118.37973350124615,-31.466079830492273,33.85568025616247,15.756504983233432,40.965537839224304,0.0,0.15,0.1,0.12
118.38320076522328,-31.626734481797808,32.11402624979417,19.02689948648426,26.49376454182843,0.0,0.15,0.1,0.12
118.51779478207928,-31.252053473132094,32.53718455772651,17.261623369109554,21.24104474952408,0.0,0.15,0.1,0.12
118.64765574448847,-31.626887775601453,35.05693685282506,13.95162635134159,22.868212018972283,0.0,0.15,0.1,0.12
118.51473567593976,-31.37198590845658,33.015671512579246,19.708185132668376,30.742228545983775,0.0,0.15,0.1,0.12
118.47311336694801,-31.256528429894633,33.07659215809927,18.442067391050706,25.56635205268882,0.0,0.15,0.1,0.12
118.5422602040957,-31.55432795831363,34.1450146746196,17.164195406937232,17.808610108413166,0.0,0.15,0.1,0.12
118.4360822449135,-31.59310025252512,31.27009454091423,15.547031802300337,29.59614467287602,0.0,0.15,0.1,0.12
118.27405693704031,-31.601446024231027,30.32158066532199,14.08112152655304,21.65927957230503,0.0,0.15,0.1,0.12
118.47491872635116,-31.52868994097296,29.910381611957934,15.255586447857894,34.366488881087726,0.0,0.15,0.1,0.12
118.63305011380216,-31.60958167559574,28.067286821247997,18.17749723940837,30.400240328573243,0.0,0.15,0.1,0.12
118.32012117694306,-31.373135463322345,36.112414259880644,19.76917261186922,22.763390521706246,0.0,0.15,0.1,0.12
118.52600195632827,-31.625083280747972,29.793583268556635,19.086487056544378,31.405081808675565,0.0,0.15,0.1,0.12
118.33037347546362,-31.446231148740083,31.557492752828455,15.022301156427451,25.339277552637018,0.0,0.15,0.1,0.12
118.46433107378924,-31.25132125845881,31.446373400222157,13.760765133421977,29.263868375611096,0.0,0.15,0.1,0.12
118.28867057985869,-31.324411892197592,32.6148133956182,16.28177249382241,27.423664086472375,0.0,0.15,0.1,0.12
118.43014837450328,-31.403912224707597,33.63147442507859,12.463121268874296,20.768216725045633,0.0,0.15,0.1,0.12
